"","Region","Search_Term_Value","Year","Search_Term"
"6668","Mississippi",NA,"2006","Ketogenic"
"6669","North Dakota",NA,"2006","Ketogenic"
"6670","Nebraska",NA,"2006","Ketogenic"
"6671","New Hampshire",NA,"2006","Ketogenic"
"6672","New Mexico",NA,"2006","Ketogenic"
"6673","Nevada",NA,"2006","Ketogenic"
"6674","Oregon",NA,"2006","Ketogenic"
"6675","Rhode Island",NA,"2006","Ketogenic"
"6676","South Carolina",NA,"2006","Ketogenic"
"6677","South Dakota",NA,"2006","Ketogenic"
"6678","Vermont",NA,"2006","Ketogenic"
"6679","Wisconsin",NA,"2006","Ketogenic"
"6680","West Virginia",NA,"2006","Ketogenic"
"6681","Wyoming",NA,"2006","Ketogenic"
"6682","North Dakota",100,"2007","Ketogenic"
"6683","Alabama",68,"2007","Ketogenic"
"6684","South Carolina",65,"2007","Ketogenic"
"6685","Idaho",48,"2007","Ketogenic"
"6686","Oklahoma",37,"2007","Ketogenic"
"6687","Pennsylvania",36,"2007","Ketogenic"
"6688","Missouri",33,"2007","Ketogenic"
"6689","Tennessee",33,"2007","Ketogenic"
"6690","Nevada",32,"2007","Ketogenic"
"6691","North Carolina",31,"2007","Ketogenic"
"6692","New Jersey",29,"2007","Ketogenic"
"6693","Iowa",29,"2007","Ketogenic"
"6694","Maryland",28,"2007","Ketogenic"
"6695","Indiana",27,"2007","Ketogenic"
"6696","Florida",26,"2007","Ketogenic"
"6697","Texas",26,"2007","Ketogenic"
"6698","Illinois",26,"2007","Ketogenic"
"6699","Virginia",25,"2007","Ketogenic"
"6700","New York",25,"2007","Ketogenic"
"6701","Washington",25,"2007","Ketogenic"
"6702","Colorado",25,"2007","Ketogenic"
"6703","Kansas",23,"2007","Ketogenic"
"6704","Utah",23,"2007","Ketogenic"
"6705","Arizona",23,"2007","Ketogenic"
"6706","Connecticut",22,"2007","Ketogenic"
"6707","Wisconsin",22,"2007","Ketogenic"
"6708","California",21,"2007","Ketogenic"
"6709","Michigan",21,"2007","Ketogenic"
"6710","Kentucky",20,"2007","Ketogenic"
"6711","Minnesota",19,"2007","Ketogenic"
"6712","Ohio",19,"2007","Ketogenic"
"6713","Massachusetts",19,"2007","Ketogenic"
"6714","Oregon",18,"2007","Ketogenic"
"6715","Georgia",18,"2007","Ketogenic"
"6716","District of Columbia",9,"2007","Ketogenic"
"6717","Alaska",NA,"2007","Ketogenic"
"6718","Arkansas",NA,"2007","Ketogenic"
"6719","Delaware",NA,"2007","Ketogenic"
"6720","Hawaii",NA,"2007","Ketogenic"
"6721","Louisiana",NA,"2007","Ketogenic"
"6722","Maine",NA,"2007","Ketogenic"
"6723","Mississippi",NA,"2007","Ketogenic"
"6724","Montana",NA,"2007","Ketogenic"
"6725","Nebraska",NA,"2007","Ketogenic"
"6726","New Hampshire",NA,"2007","Ketogenic"
"6727","New Mexico",NA,"2007","Ketogenic"
"6728","Rhode Island",NA,"2007","Ketogenic"
"6729","South Dakota",NA,"2007","Ketogenic"
"6730","Vermont",NA,"2007","Ketogenic"
"6731","West Virginia",NA,"2007","Ketogenic"
"6732","Wyoming",NA,"2007","Ketogenic"
"6733","Delaware",100,"2008","Ketogenic"
"6734","Rhode Island",58,"2008","Ketogenic"
"6735","New Hampshire",49,"2008","Ketogenic"
"6736","Alabama",43,"2008","Ketogenic"
"6737","New Mexico",36,"2008","Ketogenic"
"6738","Hawaii",32,"2008","Ketogenic"
"6739","Washington",29,"2008","Ketogenic"
"6740","Nevada",29,"2008","Ketogenic"
"6741","Nebraska",29,"2008","Ketogenic"
"6742","Iowa",28,"2008","Ketogenic"
"6743","Maryland",27,"2008","Ketogenic"
"6744","Colorado",26,"2008","Ketogenic"
"6745","Massachusetts",26,"2008","Ketogenic"
"6746","Florida",26,"2008","Ketogenic"
"6747","Virginia",25,"2008","Ketogenic"
"6748","Arizona",25,"2008","Ketogenic"
"6749","Illinois",25,"2008","Ketogenic"
"6750","New Jersey",24,"2008","Ketogenic"
"6751","Michigan",24,"2008","Ketogenic"
"6752","Texas",23,"2008","Ketogenic"
"6753","Louisiana",23,"2008","Ketogenic"
"6754","Wisconsin",23,"2008","Ketogenic"
"6755","Tennessee",23,"2008","Ketogenic"
"6756","Oregon",23,"2008","Ketogenic"
"6757","Georgia",22,"2008","Ketogenic"
"6758","New York",22,"2008","Ketogenic"
"6759","Connecticut",22,"2008","Ketogenic"
"6760","Pennsylvania",20,"2008","Ketogenic"
"6761","North Carolina",20,"2008","Ketogenic"
"6762","California",20,"2008","Ketogenic"
"6763","Utah",19,"2008","Ketogenic"
"6764","Missouri",19,"2008","Ketogenic"
"6765","South Carolina",19,"2008","Ketogenic"
"6766","Minnesota",18,"2008","Ketogenic"
"6767","Kentucky",16,"2008","Ketogenic"
"6768","Ohio",16,"2008","Ketogenic"
"6769","District of Columbia",14,"2008","Ketogenic"
"6770","Indiana",14,"2008","Ketogenic"
"6771","Oklahoma",14,"2008","Ketogenic"
"6772","Alaska",NA,"2008","Ketogenic"
"6773","Arkansas",NA,"2008","Ketogenic"
"6774","Idaho",NA,"2008","Ketogenic"
"6775","Kansas",NA,"2008","Ketogenic"
"6776","Maine",NA,"2008","Ketogenic"
"6777","Mississippi",NA,"2008","Ketogenic"
"6778","Montana",NA,"2008","Ketogenic"
"6779","North Dakota",NA,"2008","Ketogenic"
"6780","South Dakota",NA,"2008","Ketogenic"
"6781","Vermont",NA,"2008","Ketogenic"
"6782","West Virginia",NA,"2008","Ketogenic"
"6783","Wyoming",NA,"2008","Ketogenic"
"6784","South Dakota",100,"2009","Ketogenic"
"6785","South Carolina",74,"2009","Ketogenic"
"6786","Oregon",72,"2009","Ketogenic"
"6787","Idaho",65,"2009","Ketogenic"
"6788","New Mexico",63,"2009","Ketogenic"
"6789","Tennessee",63,"2009","Ketogenic"
"6790","Kansas",62,"2009","Ketogenic"
"6791","Oklahoma",62,"2009","Ketogenic"
"6792","Florida",61,"2009","Ketogenic"
"6793","Utah",59,"2009","Ketogenic"
"6794","Rhode Island",59,"2009","Ketogenic"
"6795","Michigan",59,"2009","Ketogenic"
"6796","Maryland",58,"2009","Ketogenic"
"6797","Arizona",58,"2009","Ketogenic"
"6798","Connecticut",56,"2009","Ketogenic"
"6799","Minnesota",56,"2009","Ketogenic"
"6800","Virginia",54,"2009","Ketogenic"
"6801","Georgia",54,"2009","Ketogenic"
"6802","New Hampshire",54,"2009","Ketogenic"
"6803","Massachusetts",54,"2009","Ketogenic"
"6804","New Jersey",54,"2009","Ketogenic"
"6805","Pennsylvania",53,"2009","Ketogenic"
"6806","Washington",52,"2009","Ketogenic"
"6807","Ohio",52,"2009","Ketogenic"
"6808","Missouri",51,"2009","Ketogenic"
"6809","Alabama",51,"2009","Ketogenic"
"6810","Nevada",51,"2009","Ketogenic"
"6811","California",51,"2009","Ketogenic"
"6812","New York",50,"2009","Ketogenic"
"6813","Arkansas",50,"2009","Ketogenic"
"6814","Illinois",48,"2009","Ketogenic"
"6815","Texas",46,"2009","Ketogenic"
"6816","Indiana",46,"2009","Ketogenic"
"6817","Hawaii",44,"2009","Ketogenic"
"6818","Nebraska",43,"2009","Ketogenic"
"6819","North Carolina",41,"2009","Ketogenic"
"6820","District of Columbia",37,"2009","Ketogenic"
"6821","Iowa",36,"2009","Ketogenic"
"6822","Colorado",34,"2009","Ketogenic"
"6823","Louisiana",33,"2009","Ketogenic"
"6824","Wisconsin",27,"2009","Ketogenic"
"6825","Alaska",NA,"2009","Ketogenic"
"6826","Delaware",NA,"2009","Ketogenic"
"6827","Kentucky",NA,"2009","Ketogenic"
"6828","Maine",NA,"2009","Ketogenic"
"6829","Mississippi",NA,"2009","Ketogenic"
"6830","Montana",NA,"2009","Ketogenic"
"6831","North Dakota",NA,"2009","Ketogenic"
"6832","Vermont",NA,"2009","Ketogenic"
"6833","West Virginia",NA,"2009","Ketogenic"
"6834","Wyoming",NA,"2009","Ketogenic"
"6835","Nebraska",100,"2010","Ketogenic"
"6836","Nevada",70,"2010","Ketogenic"
"6837","California",69,"2010","Ketogenic"
"6838","Connecticut",64,"2010","Ketogenic"
"6839","Arizona",64,"2010","Ketogenic"
"6840","Oklahoma",63,"2010","Ketogenic"
"6841","Mississippi",62,"2010","Ketogenic"
"6842","South Dakota",56,"2010","Ketogenic"
"6843","Vermont",56,"2010","Ketogenic"
"6844","Indiana",55,"2010","Ketogenic"
"6845","Alabama",55,"2010","Ketogenic"
"6846","Hawaii",55,"2010","Ketogenic"
"6847","Florida",55,"2010","Ketogenic"
"6848","Maryland",54,"2010","Ketogenic"
"6849","New Hampshire",53,"2010","Ketogenic"
"6850","Minnesota",52,"2010","Ketogenic"
"6851","Rhode Island",52,"2010","Ketogenic"
"6852","Pennsylvania",52,"2010","Ketogenic"
"6853","Michigan",52,"2010","Ketogenic"
"6854","Wisconsin",50,"2010","Ketogenic"
"6855","Oregon",50,"2010","Ketogenic"
"6856","Massachusetts",50,"2010","Ketogenic"
"6857","Washington",50,"2010","Ketogenic"
"6858","Missouri",50,"2010","Ketogenic"
"6859","Arkansas",50,"2010","Ketogenic"
"6860","Georgia",48,"2010","Ketogenic"
"6861","Kentucky",48,"2010","Ketogenic"
"6862","Ohio",47,"2010","Ketogenic"
"6863","Idaho",47,"2010","Ketogenic"
"6864","Colorado",46,"2010","Ketogenic"
"6865","South Carolina",46,"2010","Ketogenic"
"6866","Texas",46,"2010","Ketogenic"
"6867","New Mexico",46,"2010","Ketogenic"
"6868","New York",45,"2010","Ketogenic"
"6869","District of Columbia",45,"2010","Ketogenic"
"6870","Maine",45,"2010","Ketogenic"
"6871","Virginia",44,"2010","Ketogenic"
"6872","New Jersey",43,"2010","Ketogenic"
"6873","Kansas",41,"2010","Ketogenic"
"6874","Louisiana",39,"2010","Ketogenic"
"6875","Utah",39,"2010","Ketogenic"
"6876","Tennessee",37,"2010","Ketogenic"
"6877","North Carolina",36,"2010","Ketogenic"
"6878","Illinois",34,"2010","Ketogenic"
"6879","Iowa",28,"2010","Ketogenic"
"6880","Alaska",NA,"2010","Ketogenic"
"6881","Delaware",NA,"2010","Ketogenic"
"6882","Montana",NA,"2010","Ketogenic"
"6883","North Dakota",NA,"2010","Ketogenic"
"6884","West Virginia",NA,"2010","Ketogenic"
"6885","Wyoming",NA,"2010","Ketogenic"
"6886","Wyoming",100,"2011","Ketogenic"
"6887","South Dakota",72,"2011","Ketogenic"
"6888","Hawaii",68,"2011","Ketogenic"
"6889","Rhode Island",66,"2011","Ketogenic"
"6890","Oregon",65,"2011","Ketogenic"
"6891","Kansas",64,"2011","Ketogenic"
"6892","Washington",64,"2011","Ketogenic"
"6893","Idaho",62,"2011","Ketogenic"
"6894","Missouri",61,"2011","Ketogenic"
"6895","Florida",60,"2011","Ketogenic"
"6896","Nebraska",59,"2011","Ketogenic"
"6897","New Jersey",59,"2011","Ketogenic"
"6898","Maryland",58,"2011","Ketogenic"
"6899","Arizona",55,"2011","Ketogenic"
"6900","Massachusetts",54,"2011","Ketogenic"
"6901","Alabama",53,"2011","Ketogenic"
"6902","Virginia",53,"2011","Ketogenic"
"6903","Connecticut",53,"2011","Ketogenic"
"6904","New Hampshire",53,"2011","Ketogenic"
"6905","Oklahoma",52,"2011","Ketogenic"
"6906","Michigan",52,"2011","Ketogenic"
"6907","North Dakota",52,"2011","Ketogenic"
"6908","Colorado",52,"2011","Ketogenic"
"6909","Ohio",52,"2011","Ketogenic"
"6910","Montana",51,"2011","Ketogenic"
"6911","Utah",50,"2011","Ketogenic"
"6912","Minnesota",50,"2011","Ketogenic"
"6913","Indiana",50,"2011","Ketogenic"
"6914","Mississippi",50,"2011","Ketogenic"
"6915","California",49,"2011","Ketogenic"
"6916","Illinois",49,"2011","Ketogenic"
"6917","Maine",48,"2011","Ketogenic"
"6918","North Carolina",48,"2011","Ketogenic"
"6919","Pennsylvania",48,"2011","Ketogenic"
"6920","Tennessee",48,"2011","Ketogenic"
"6921","Wisconsin",47,"2011","Ketogenic"
"6922","Louisiana",47,"2011","Ketogenic"
"6923","Nevada",45,"2011","Ketogenic"
"6924","Georgia",45,"2011","Ketogenic"
"6925","Texas",45,"2011","Ketogenic"
"6926","New York",44,"2011","Ketogenic"
"6927","Kentucky",43,"2011","Ketogenic"
"6928","Arkansas",43,"2011","Ketogenic"
"6929","South Carolina",42,"2011","Ketogenic"
"6930","District of Columbia",42,"2011","Ketogenic"
"6931","West Virginia",42,"2011","Ketogenic"
"6932","Iowa",42,"2011","Ketogenic"
"6933","Delaware",35,"2011","Ketogenic"
"6934","Vermont",35,"2011","Ketogenic"
"6935","Alaska",34,"2011","Ketogenic"
"6936","New Mexico",29,"2011","Ketogenic"
"6937","Wyoming",100,"2012","Ketogenic"
"6938","Oklahoma",99,"2012","Ketogenic"
"6939","South Dakota",90,"2012","Ketogenic"
"6940","Washington",89,"2012","Ketogenic"
"6941","Rhode Island",87,"2012","Ketogenic"
"6942","Alaska",85,"2012","Ketogenic"
"6943","Louisiana",83,"2012","Ketogenic"
"6944","Nevada",83,"2012","Ketogenic"
"6945","New Mexico",81,"2012","Ketogenic"
"6946","Oregon",81,"2012","Ketogenic"
"6947","Maryland",81,"2012","Ketogenic"
"6948","Tennessee",77,"2012","Ketogenic"
"6949","Hawaii",75,"2012","Ketogenic"
"6950","Pennsylvania",75,"2012","Ketogenic"
"6951","Vermont",75,"2012","Ketogenic"
"6952","California",75,"2012","Ketogenic"
"6953","Florida",75,"2012","Ketogenic"
"6954","New Jersey",75,"2012","Ketogenic"
"6955","Virginia",74,"2012","Ketogenic"
"6956","Kansas",73,"2012","Ketogenic"
"6957","South Carolina",72,"2012","Ketogenic"
"6958","Delaware",72,"2012","Ketogenic"
"6959","Arizona",71,"2012","Ketogenic"
"6960","Colorado",70,"2012","Ketogenic"
"6961","Mississippi",70,"2012","Ketogenic"
"6962","West Virginia",70,"2012","Ketogenic"
"6963","Georgia",69,"2012","Ketogenic"
"6964","Idaho",69,"2012","Ketogenic"
"6965","Kentucky",69,"2012","Ketogenic"
"6966","Missouri",69,"2012","Ketogenic"
"6967","Wisconsin",69,"2012","Ketogenic"
"6968","Ohio",69,"2012","Ketogenic"
"6969","Arkansas",68,"2012","Ketogenic"
"6970","Indiana",68,"2012","Ketogenic"
"6971","Montana",68,"2012","Ketogenic"
"6972","Utah",67,"2012","Ketogenic"
"6973","Connecticut",65,"2012","Ketogenic"
"6974","Iowa",65,"2012","Ketogenic"
"6975","North Carolina",65,"2012","Ketogenic"
"6976","Michigan",64,"2012","Ketogenic"
"6977","Minnesota",64,"2012","Ketogenic"
"6978","Illinois",63,"2012","Ketogenic"
"6979","District of Columbia",63,"2012","Ketogenic"
"6980","Massachusetts",63,"2012","Ketogenic"
"6981","Texas",62,"2012","Ketogenic"
"6982","New Hampshire",61,"2012","Ketogenic"
"6983","Nebraska",61,"2012","Ketogenic"
"6984","Alabama",60,"2012","Ketogenic"
"6985","Maine",59,"2012","Ketogenic"
"6986","New York",58,"2012","Ketogenic"
"6987","North Dakota",45,"2012","Ketogenic"
"6988","Oregon",100,"2013","Ketogenic"
"6989","Montana",80,"2013","Ketogenic"
"6990","Idaho",79,"2013","Ketogenic"
"6991","Vermont",77,"2013","Ketogenic"
"6992","Alaska",73,"2013","Ketogenic"
"6993","South Dakota",71,"2013","Ketogenic"
"6994","Washington",69,"2013","Ketogenic"
"6995","Hawaii",67,"2013","Ketogenic"
"6996","California",65,"2013","Ketogenic"
"6997","Wyoming",65,"2013","Ketogenic"
"6998","Nevada",64,"2013","Ketogenic"
"6999","Oklahoma",63,"2013","Ketogenic"
"7000","Nebraska",62,"2013","Ketogenic"
"7001","Arizona",60,"2013","Ketogenic"
"7002","Kentucky",60,"2013","Ketogenic"
"7003","Missouri",60,"2013","Ketogenic"
"7004","Rhode Island",59,"2013","Ketogenic"
"7005","Alabama",59,"2013","Ketogenic"
"7006","Utah",58,"2013","Ketogenic"
"7007","Maryland",57,"2013","Ketogenic"
"7008","Virginia",57,"2013","Ketogenic"
"7009","Indiana",57,"2013","Ketogenic"
"7010","Massachusetts",57,"2013","Ketogenic"
"7011","District of Columbia",57,"2013","Ketogenic"
"7012","Connecticut",56,"2013","Ketogenic"
"7013","Delaware",56,"2013","Ketogenic"
"7014","Kansas",56,"2013","Ketogenic"
"7015","Louisiana",56,"2013","Ketogenic"
"7016","Tennessee",55,"2013","Ketogenic"
"7017","New Hampshire",55,"2013","Ketogenic"
"7018","North Carolina",55,"2013","Ketogenic"
"7019","New Jersey",54,"2013","Ketogenic"
"7020","Pennsylvania",54,"2013","Ketogenic"
"7021","Maine",54,"2013","Ketogenic"
"7022","Michigan",53,"2013","Ketogenic"
"7023","Colorado",53,"2013","Ketogenic"
"7024","Illinois",53,"2013","Ketogenic"
"7025","Texas",52,"2013","Ketogenic"
"7026","Florida",52,"2013","Ketogenic"
"7027","Wisconsin",51,"2013","Ketogenic"
"7028","Minnesota",51,"2013","Ketogenic"
"7029","Arkansas",51,"2013","Ketogenic"
"7030","North Dakota",51,"2013","Ketogenic"
"7031","Ohio",51,"2013","Ketogenic"
"7032","South Carolina",50,"2013","Ketogenic"
"7033","New Mexico",50,"2013","Ketogenic"
"7034","New York",47,"2013","Ketogenic"
"7035","Georgia",47,"2013","Ketogenic"
"7036","Iowa",46,"2013","Ketogenic"
"7037","Mississippi",46,"2013","Ketogenic"
"7038","West Virginia",42,"2013","Ketogenic"
"7039","Virginia",100,"2014","Ketogenic"
"7040","Alaska",70,"2014","Ketogenic"
"7041","Montana",55,"2014","Ketogenic"
"7042","Oregon",51,"2014","Ketogenic"
"7043","Washington",50,"2014","Ketogenic"
"7044","Vermont",50,"2014","Ketogenic"
"7045","Arkansas",48,"2014","Ketogenic"
"7046","South Dakota",46,"2014","Ketogenic"
"7047","Hawaii",46,"2014","Ketogenic"
"7048","Idaho",45,"2014","Ketogenic"
"7049","Arizona",45,"2014","Ketogenic"
"7050","Colorado",44,"2014","Ketogenic"
"7051","Wyoming",43,"2014","Ketogenic"
"7052","Utah",43,"2014","Ketogenic"
"7053","Nevada",43,"2014","Ketogenic"
"7054","California",43,"2014","Ketogenic"
"7055","North Dakota",42,"2014","Ketogenic"
"7056","Tennessee",42,"2014","Ketogenic"
"7057","Maryland",42,"2014","Ketogenic"
"7058","New Mexico",41,"2014","Ketogenic"
"7059","Missouri",41,"2014","Ketogenic"
"7060","Maine",41,"2014","Ketogenic"
"7061","Delaware",40,"2014","Ketogenic"
"7062","Minnesota",40,"2014","Ketogenic"
"7063","Oklahoma",40,"2014","Ketogenic"
"7064","New Hampshire",40,"2014","Ketogenic"
"7065","Alabama",40,"2014","Ketogenic"
"7066","Texas",39,"2014","Ketogenic"
"7067","Louisiana",39,"2014","Ketogenic"
"7068","Nebraska",39,"2014","Ketogenic"
"7069","Wisconsin",38,"2014","Ketogenic"
"7070","Kentucky",38,"2014","Ketogenic"
"7071","Iowa",38,"2014","Ketogenic"
"7072","Rhode Island",37,"2014","Ketogenic"
"7073","Ohio",37,"2014","Ketogenic"
"7074","Florida",37,"2014","Ketogenic"
"7075","Indiana",37,"2014","Ketogenic"
"7076","Connecticut",36,"2014","Ketogenic"
"7077","North Carolina",35,"2014","Ketogenic"
"7078","New Jersey",35,"2014","Ketogenic"
"7079","South Carolina",35,"2014","Ketogenic"
"7080","New York",35,"2014","Ketogenic"
"7081","Massachusetts",35,"2014","Ketogenic"
"7082","Kansas",34,"2014","Ketogenic"
"7083","Pennsylvania",34,"2014","Ketogenic"
"7084","Michigan",33,"2014","Ketogenic"
"7085","Illinois",33,"2014","Ketogenic"
"7086","West Virginia",33,"2014","Ketogenic"
"7087","District of Columbia",33,"2014","Ketogenic"
"7088","Mississippi",31,"2014","Ketogenic"
"7089","Georgia",31,"2014","Ketogenic"
"7090","Alaska",100,"2015","Ketogenic"
"7091","Washington",86,"2015","Ketogenic"
"7092","Montana",86,"2015","Ketogenic"
"7093","Hawaii",84,"2015","Ketogenic"
"7094","Oklahoma",83,"2015","Ketogenic"
"7095","Idaho",82,"2015","Ketogenic"
"7096","New Mexico",81,"2015","Ketogenic"
"7097","Utah",80,"2015","Ketogenic"
"7098","North Dakota",78,"2015","Ketogenic"
"7099","Nevada",77,"2015","Ketogenic"
"7100","Wyoming",76,"2015","Ketogenic"
"7101","Virginia",74,"2015","Ketogenic"
"7102","Arizona",73,"2015","Ketogenic"
"7103","Oregon",73,"2015","Ketogenic"
"7104","Missouri",73,"2015","Ketogenic"
"7105","South Dakota",73,"2015","Ketogenic"
"7106","Kansas",72,"2015","Ketogenic"
"7107","Louisiana",71,"2015","Ketogenic"
"7108","Arkansas",71,"2015","Ketogenic"
"7109","Colorado",71,"2015","Ketogenic"
"7110","Indiana",70,"2015","Ketogenic"
"7111","Alabama",70,"2015","Ketogenic"
"7112","Maine",70,"2015","Ketogenic"
"7113","Vermont",69,"2015","Ketogenic"
"7114","California",69,"2015","Ketogenic"
"7115","Nebraska",68,"2015","Ketogenic"
"7116","Wisconsin",68,"2015","Ketogenic"
"7117","Minnesota",67,"2015","Ketogenic"
"7118","Rhode Island",66,"2015","Ketogenic"
"7119","Florida",66,"2015","Ketogenic"
"7120","New Hampshire",65,"2015","Ketogenic"
"7121","Texas",65,"2015","Ketogenic"
"7122","Maryland",64,"2015","Ketogenic"
"7123","Tennessee",63,"2015","Ketogenic"
"7124","Kentucky",62,"2015","Ketogenic"
"7125","Mississippi",61,"2015","Ketogenic"
"7126","South Carolina",61,"2015","Ketogenic"
"7127","Delaware",58,"2015","Ketogenic"
"7128","Iowa",58,"2015","Ketogenic"
"7129","North Carolina",57,"2015","Ketogenic"
"7130","Connecticut",57,"2015","Ketogenic"
"7131","Massachusetts",57,"2015","Ketogenic"
"7132","District of Columbia",56,"2015","Ketogenic"
"7133","Illinois",55,"2015","Ketogenic"
"7134","New Jersey",54,"2015","Ketogenic"
"7135","Ohio",54,"2015","Ketogenic"
"7136","Pennsylvania",54,"2015","Ketogenic"
"7137","West Virginia",53,"2015","Ketogenic"
"7138","Michigan",53,"2015","Ketogenic"
"7139","New York",49,"2015","Ketogenic"
"7140","Georgia",48,"2015","Ketogenic"
"7141","Alaska",100,"2016","Ketogenic"
"7142","Washington",94,"2016","Ketogenic"
"7143","Wyoming",85,"2016","Ketogenic"
"7144","Idaho",85,"2016","Ketogenic"
"7145","Montana",80,"2016","Ketogenic"
"7146","Utah",79,"2016","Ketogenic"
"7147","Hawaii",75,"2016","Ketogenic"
"7148","Arizona",75,"2016","Ketogenic"
"7149","North Dakota",73,"2016","Ketogenic"
"7150","Colorado",70,"2016","Ketogenic"
"7151","Oregon",70,"2016","Ketogenic"
"7152","Oklahoma",70,"2016","Ketogenic"
"7153","California",69,"2016","Ketogenic"
"7154","Nevada",68,"2016","Ketogenic"
"7155","Missouri",66,"2016","Ketogenic"
"7156","Texas",65,"2016","Ketogenic"
"7157","Florida",65,"2016","Ketogenic"
"7158","Vermont",64,"2016","Ketogenic"
"7159","Kansas",62,"2016","Ketogenic"
"7160","New Mexico",62,"2016","Ketogenic"
"7161","Maine",61,"2016","Ketogenic"
"7162","Virginia",60,"2016","Ketogenic"
"7163","Louisiana",59,"2016","Ketogenic"
"7164","Nebraska",59,"2016","Ketogenic"
"7165","Mississippi",59,"2016","Ketogenic"
"7166","Minnesota",58,"2016","Ketogenic"
"7167","New Hampshire",57,"2016","Ketogenic"
"7168","Indiana",57,"2016","Ketogenic"
"7169","Kentucky",57,"2016","Ketogenic"
"7170","Illinois",56,"2016","Ketogenic"
"7171","Iowa",56,"2016","Ketogenic"
"7172","Alabama",55,"2016","Ketogenic"
"7173","Ohio",55,"2016","Ketogenic"
"7174","Arkansas",54,"2016","Ketogenic"
"7175","South Dakota",54,"2016","Ketogenic"
"7176","North Carolina",54,"2016","Ketogenic"
"7177","Georgia",54,"2016","Ketogenic"
"7178","West Virginia",53,"2016","Ketogenic"
"7179","Tennessee",52,"2016","Ketogenic"
"7180","Wisconsin",51,"2016","Ketogenic"
"7181","New York",51,"2016","Ketogenic"
"7182","Pennsylvania",51,"2016","Ketogenic"
"7183","Delaware",50,"2016","Ketogenic"
"7184","Connecticut",50,"2016","Ketogenic"
"7185","Rhode Island",49,"2016","Ketogenic"
"7186","Michigan",49,"2016","Ketogenic"
"7187","Massachusetts",49,"2016","Ketogenic"
"7188","District of Columbia",47,"2016","Ketogenic"
"7189","Maryland",46,"2016","Ketogenic"
"7190","New Jersey",46,"2016","Ketogenic"
"7191","South Carolina",45,"2016","Ketogenic"
"7192","Utah",100,"2017","Ketogenic"
"7193","Alaska",96,"2017","Ketogenic"
"7194","Oklahoma",92,"2017","Ketogenic"
"7195","Idaho",91,"2017","Ketogenic"
"7196","Wyoming",86,"2017","Ketogenic"
"7197","Washington",77,"2017","Ketogenic"
"7198","Missouri",73,"2017","Ketogenic"
"7199","Arkansas",71,"2017","Ketogenic"
"7200","Arizona",70,"2017","Ketogenic"
"7201","Oregon",69,"2017","Ketogenic"
"7202","Nebraska",67,"2017","Ketogenic"
"7203","Indiana",66,"2017","Ketogenic"
"7204","Kansas",66,"2017","Ketogenic"
"7205","Montana",66,"2017","Ketogenic"
"7206","Colorado",65,"2017","Ketogenic"
"7207","Texas",65,"2017","Ketogenic"
"7208","Nevada",64,"2017","Ketogenic"
"7209","Louisiana",63,"2017","Ketogenic"
"7210","Iowa",62,"2017","Ketogenic"
"7211","New Mexico",62,"2017","Ketogenic"
"7212","Kentucky",61,"2017","Ketogenic"
"7213","North Dakota",61,"2017","Ketogenic"
"7214","Alabama",60,"2017","Ketogenic"
"7215","Hawaii",59,"2017","Ketogenic"
"7216","South Dakota",58,"2017","Ketogenic"
"7217","Tennessee",58,"2017","Ketogenic"
"7218","Wisconsin",57,"2017","Ketogenic"
"7219","Georgia",55,"2017","Ketogenic"
"7220","California",55,"2017","Ketogenic"
"7221","Mississippi",54,"2017","Ketogenic"
"7222","Minnesota",54,"2017","Ketogenic"
"7223","Illinois",53,"2017","Ketogenic"
"7224","Florida",53,"2017","Ketogenic"
"7225","North Carolina",53,"2017","Ketogenic"
"7226","West Virginia",52,"2017","Ketogenic"
"7227","Ohio",52,"2017","Ketogenic"
"7228","Virginia",51,"2017","Ketogenic"
"7229","Vermont",51,"2017","Ketogenic"
"7230","Michigan",50,"2017","Ketogenic"
"7231","South Carolina",50,"2017","Ketogenic"
"7232","New Hampshire",49,"2017","Ketogenic"
"7233","Pennsylvania",47,"2017","Ketogenic"
"7234","District of Columbia",45,"2017","Ketogenic"
"7235","Maine",44,"2017","Ketogenic"
"7236","Maryland",43,"2017","Ketogenic"
"7237","Delaware",43,"2017","Ketogenic"
"7238","Connecticut",42,"2017","Ketogenic"
"7239","New Jersey",41,"2017","Ketogenic"
"7240","Massachusetts",40,"2017","Ketogenic"
"7241","New York",38,"2017","Ketogenic"
"7242","Rhode Island",38,"2017","Ketogenic"
"7243","Oklahoma",100,"2018","Ketogenic"
"7244","Idaho",99,"2018","Ketogenic"
"7245","Alaska",95,"2018","Ketogenic"
"7246","Utah",87,"2018","Ketogenic"
"7247","Wyoming",86,"2018","Ketogenic"
"7248","Oregon",82,"2018","Ketogenic"
"7249","Washington",82,"2018","Ketogenic"
"7250","Kansas",79,"2018","Ketogenic"
"7251","Texas",78,"2018","Ketogenic"
"7252","Arizona",78,"2018","Ketogenic"
"7253","New Mexico",75,"2018","Ketogenic"
"7254","Arkansas",75,"2018","Ketogenic"
"7255","West Virginia",73,"2018","Ketogenic"
"7256","Florida",73,"2018","Ketogenic"
"7257","Montana",73,"2018","Ketogenic"
"7258","Missouri",73,"2018","Ketogenic"
"7259","Louisiana",72,"2018","Ketogenic"
"7260","Indiana",70,"2018","Ketogenic"
"7261","Tennessee",70,"2018","Ketogenic"
